sku_id,product_name,product_type
MYN-W-0295,Myntra HERE&NOW Quilted Jacket - Grey - Cotton Blend - Oversized,stable
MYN-W-0296,Myntra Anouk Winter Kurta Set - Mustard - Wool Blend - Regular Fit,stable
MYN-W-0297,Myntra Saree Mall Embellished Saree - Teal - Polyester - Relaxed Fit,stable
MYN-W-0298,Myntra KASSUALLY Faux Fur Jacket - Off-White - Silk Blend - Slim Fit,stable
MYN-W-0299,Myntra Kalini Printed Saree - Brown - Viscose - Oversized,stable
MYN-W-0300,Myntra WROGN Hooded Jacket - Black - Cotton - Regular Fit,stable
MYN-W-0301,Myntra Indo Era Kurta Set - Navy - Cotton Blend - Relaxed Fit,stable
MYN-W-0302,Myntra Mast & Harbour Bomber Jacket - Olive - Wool Blend - Slim Fit,stable
MYN-W-0303,Myntra Sangria Woven Design Kurta - Maroon - Polyester - Oversized,stable
MYN-W-0304,Myntra Roadster Puffer Jacket - Beige - Silk Blend - Regular Fit,stable
MYN-W-0305,Myntra Moda Rapido Lightweight Jacket - Grey - Viscose - Relaxed Fit,stable
MYN-W-0306,Myntra Vastranand Silk Blend Saree - Mustard - Cotton - Slim Fit,stable
MYN-W-0307,Myntra DressBerry Longline Coat - Teal - Cotton Blend - Oversized,stable
MYN-W-0308,Myntra Mitera Banarasi Saree - Off-White - Wool Blend - Regular Fit,stable
MYN-W-0309,Myntra HRX Insulated Training Jacket - Brown - Polyester - Relaxed Fit,stable
MYN-W-0310,Myntra Libas Straight Kurta - Black - Silk Blend - Slim Fit,stable
MYN-W-0311,Myntra HERE&NOW Quilted Jacket - Navy - Viscose - Oversized,stable
MYN-W-0312,Myntra Anouk Winter Kurta Set - Olive - Cotton - Regular Fit,stable
MYN-W-0313,Myntra Saree Mall Embellished Saree - Maroon - Cotton Blend - Relaxed Fit,stable
MYN-W-0314,Myntra KASSUALLY Faux Fur Jacket - Beige - Wool Blend - Slim Fit,stable
MYN-W-0315,Myntra Kalini Printed Saree - Grey - Polyester - Oversized,stable
MYN-W-0316,Myntra WROGN Hooded Jacket - Mustard - Silk Blend - Regular Fit,stable
MYN-W-0317,Myntra Indo Era Kurta Set - Teal - Viscose - Relaxed Fit,stable
MYN-W-0318,Myntra Mast & Harbour Bomber Jacket - Off-White - Cotton - Slim Fit,stable
MYN-W-0319,Myntra Sangria Woven Design Kurta - Brown - Cotton Blend - Oversized,stable
MYN-W-0320,Myntra Roadster Puffer Jacket - Black - Wool Blend - Regular Fit,stable
MYN-W-0321,Myntra Moda Rapido Lightweight Jacket - Navy - Polyester - Relaxed Fit,stable
MYN-W-0322,Myntra Vastranand Silk Blend Saree - Olive - Silk Blend - Slim Fit,stable
MYN-W-0323,Myntra DressBerry Longline Coat - Maroon - Viscose - Oversized,stable
MYN-W-0324,Myntra Mitera Banarasi Saree - Beige - Cotton - Regular Fit,stable
MYN-W-0325,Myntra HRX Insulated Training Jacket - Grey - Cotton Blend - Relaxed Fit,stable
MYN-W-0326,Myntra Libas Straight Kurta - Mustard - Wool Blend - Slim Fit,stable
MYN-W-0327,Myntra HERE&NOW Quilted Jacket - Teal - Polyester - Oversized,stable
MYN-W-0328,Myntra Anouk Winter Kurta Set - Off-White - Silk Blend - Regular Fit,stable
MYN-W-0329,Myntra Saree Mall Embellished Saree - Brown - Viscose - Relaxed Fit,stable
MYN-W-0330,Myntra KASSUALLY Faux Fur Jacket - Black - Cotton - Slim Fit,stable
MYN-W-0331,Myntra Kalini Printed Saree - Navy - Cotton Blend - Oversized,stable
MYN-W-0332,Myntra WROGN Hooded Jacket - Olive - Wool Blend - Regular Fit,stable
MYN-W-0333,Myntra Indo Era Kurta Set - Maroon - Polyester - Relaxed Fit,stable
MYN-W-0334,Myntra Mast & Harbour Bomber Jacket - Beige - Silk Blend - Slim Fit,stable
MYN-W-0335,Myntra Sangria Woven Design Kurta - Grey - Viscose - Oversized,stable
MYN-W-0336,Myntra Roadster Puffer Jacket - Mustard - Cotton - Regular Fit,stable
MYN-W-0337,Myntra Moda Rapido Lightweight Jacket - Teal - Cotton Blend - Relaxed Fit,stable
MYN-W-0338,Myntra Vastranand Silk Blend Saree - Off-White - Wool Blend - Slim Fit,stable
MYN-W-0339,Myntra DressBerry Longline Coat - Brown - Polyester - Oversized,stable
MYN-W-0340,Myntra Mitera Banarasi Saree - Black - Silk Blend - Regular Fit,stable
MYN-W-0341,Myntra HRX Insulated Training Jacket - Navy - Viscose - Relaxed Fit,stable
MYN-W-0342,Myntra Libas Straight Kurta - Olive - Cotton - Slim Fit,stable
MYN-W-0343,Myntra HERE&NOW Quilted Jacket - Maroon - Cotton Blend - Oversized,stable
MYN-W-0344,Myntra Anouk Winter Kurta Set - Beige - Wool Blend - Regular Fit,stable
MYN-W-0345,Myntra Saree Mall Embellished Saree - Grey - Polyester - Relaxed Fit,stable
MYN-W-0346,Myntra KASSUALLY Faux Fur Jacket - Mustard - Silk Blend - Slim Fit,stable
MYN-W-0347,Myntra Kalini Printed Saree - Teal - Viscose - Oversized,stable
MYN-W-0348,Myntra WROGN Hooded Jacket - Off-White - Cotton - Regular Fit,stable
MYN-W-0349,Myntra Indo Era Kurta Set - Brown - Cotton Blend - Relaxed Fit,stable
MYN-W-0350,Myntra Mast & Harbour Bomber Jacket - Black - Wool Blend - Slim Fit,stable
MYN-W-0351,Myntra Sangria Woven Design Kurta - Navy - Polyester - Oversized,stable
MYN-W-0352,Myntra Roadster Puffer Jacket - Olive - Silk Blend - Regular Fit,stable
MYN-W-0353,Myntra Moda Rapido Lightweight Jacket - Maroon - Viscose - Relaxed Fit,stable
MYN-W-0354,Myntra Vastranand Silk Blend Saree - Beige - Cotton - Slim Fit,stable
MYN-W-0355,Myntra DressBerry Longline Coat - Grey - Cotton Blend - Oversized,stable
MYN-W-0356,Myntra Mitera Banarasi Saree - Mustard - Wool Blend - Regular Fit,stable
MYN-W-0357,Myntra HRX Insulated Training Jacket - Teal - Polyester - Relaxed Fit,stable
MYN-W-0358,Myntra Libas Straight Kurta - Off-White - Silk Blend - Slim Fit,stable
MYN-W-0359,Myntra HERE&NOW Quilted Jacket - Brown - Viscose - Oversized,stable
MYN-W-0360,Myntra Anouk Winter Kurta Set - Black - Cotton - Regular Fit,stable
MYN-W-0361,Myntra Saree Mall Embellished Saree - Navy - Cotton Blend - Relaxed Fit,stable
MYN-W-0362,Myntra KASSUALLY Faux Fur Jacket - Olive - Wool Blend - Slim Fit,stable
MYN-W-0363,Myntra Kalini Printed Saree - Maroon - Polyester - Oversized,stable
MYN-W-0364,Myntra WROGN Hooded Jacket - Beige - Silk Blend - Regular Fit,stable
MYN-W-0365,Myntra Indo Era Kurta Set - Grey - Viscose - Relaxed Fit,stable
MYN-W-0366,Myntra Mast & Harbour Bomber Jacket - Mustard - Cotton - Slim Fit,stable
MYN-W-0367,Myntra Sangria Woven Design Kurta - Teal - Cotton Blend - Oversized,stable
MYN-W-0368,Myntra Roadster Puffer Jacket - Off-White - Wool Blend - Regular Fit,stable
MYN-W-0369,Myntra Moda Rapido Lightweight Jacket - Brown - Polyester - Relaxed Fit,stable
MYN-W-0370,Myntra Vastranand Silk Blend Saree - Black - Silk Blend - Slim Fit,stable
MYN-W-0371,Myntra DressBerry Longline Coat - Navy - Viscose - Oversized,stable
MYN-W-0372,Myntra Mitera Banarasi Saree - Olive - Cotton - Regular Fit,stable
MYN-W-0373,Myntra HRX Insulated Training Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
MYN-W-0374,Myntra Libas Straight Kurta - Beige - Wool Blend - Slim Fit,stable
MYN-W-0375,Myntra HERE&NOW Quilted Jacket - Grey - Polyester - Oversized,stable
MYN-W-0376,Myntra Anouk Winter Kurta Set - Mustard - Silk Blend - Regular Fit,stable
MYN-W-0377,Myntra Saree Mall Embellished Saree - Teal - Viscose - Relaxed Fit,stable
MYN-W-0378,Myntra KASSUALLY Faux Fur Jacket - Off-White - Cotton - Slim Fit,stable
MYN-W-0379,Myntra Kalini Printed Saree - Brown - Cotton Blend - Oversized,stable
MYN-W-0380,Myntra WROGN Hooded Jacket - Black - Wool Blend - Regular Fit,stable
MYN-W-0381,Myntra Indo Era Kurta Set - Navy - Polyester - Relaxed Fit,stable
MYN-W-0382,Myntra Mast & Harbour Bomber Jacket - Olive - Silk Blend - Slim Fit,stable
MYN-W-0383,Myntra Sangria Woven Design Kurta - Maroon - Viscose - Oversized,stable
MYN-W-0384,Myntra Roadster Puffer Jacket - Beige - Cotton - Regular Fit,stable
MYN-W-0385,Myntra Moda Rapido Lightweight Jacket - Grey - Cotton Blend - Relaxed Fit,stable
MYN-W-0386,Myntra Vastranand Silk Blend Saree - Mustard - Wool Blend - Slim Fit,stable
MYN-W-0387,Myntra DressBerry Longline Coat - Teal - Polyester - Oversized,stable
MYN-W-0388,Myntra Mitera Banarasi Saree - Off-White - Silk Blend - Regular Fit,stable
MYN-W-0389,Myntra HRX Insulated Training Jacket - Brown - Viscose - Relaxed Fit,stable
MYN-W-0390,Myntra Libas Straight Kurta - Black - Cotton - Slim Fit,stable
MYN-W-0391,Myntra HERE&NOW Quilted Jacket - Navy - Cotton Blend - Oversized,stable
MYN-W-0392,Myntra Anouk Winter Kurta Set - Olive - Wool Blend - Regular Fit,stable
MYN-W-0393,Myntra Saree Mall Embellished Saree - Maroon - Polyester - Relaxed Fit,stable
MYN-W-0394,Myntra KASSUALLY Faux Fur Jacket - Beige - Silk Blend - Slim Fit,stable
MYN-W-0395,Myntra Kalini Printed Saree - Grey - Viscose - Oversized,stable
MYN-W-0396,Myntra WROGN Hooded Jacket - Mustard - Cotton - Regular Fit,stable
MYN-W-0397,Myntra Indo Era Kurta Set - Teal - Cotton Blend - Relaxed Fit,stable
MYN-W-0398,Myntra Mast & Harbour Bomber Jacket - Off-White - Wool Blend - Slim Fit,stable
MYN-W-0399,Myntra Sangria Woven Design Kurta - Brown - Polyester - Oversized,stable
MYN-W-0400,Myntra Roadster Puffer Jacket - Black - Silk Blend - Regular Fit,stable
MYN-W-0401,Myntra Moda Rapido Lightweight Jacket - Navy - Viscose - Relaxed Fit,stable
MYN-W-0402,Myntra Vastranand Silk Blend Saree - Olive - Cotton - Slim Fit,stable
MYN-W-0403,Myntra DressBerry Longline Coat - Maroon - Cotton Blend - Oversized,stable
MYN-W-0404,Myntra Mitera Banarasi Saree - Beige - Wool Blend - Regular Fit,stable
MYN-W-0405,Myntra HRX Insulated Training Jacket - Grey - Polyester - Relaxed Fit,stable
MYN-W-0406,Myntra Libas Straight Kurta - Mustard - Silk Blend - Slim Fit,stable
MYN-W-0407,Myntra HERE&NOW Quilted Jacket - Teal - Viscose - Oversized,stable
MYN-W-0408,Myntra Anouk Winter Kurta Set - Off-White - Cotton - Regular Fit,stable
MYN-W-0409,Myntra Saree Mall Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
MYN-W-0410,Myntra KASSUALLY Faux Fur Jacket - Black - Wool Blend - Slim Fit,stable
MYN-W-0411,Myntra Kalini Printed Saree - Navy - Polyester - Oversized,stable
MYN-W-0412,Myntra WROGN Hooded Jacket - Olive - Silk Blend - Regular Fit,stable
MYN-W-0413,Myntra Indo Era Kurta Set - Maroon - Viscose - Relaxed Fit,stable
MYN-W-0414,Myntra Mast & Harbour Bomber Jacket - Beige - Cotton - Slim Fit,stable
MYN-W-0415,Myntra Sangria Woven Design Kurta - Grey - Cotton Blend - Oversized,stable
MYN-W-0416,Myntra Roadster Puffer Jacket - Mustard - Wool Blend - Regular Fit,stable
MYN-W-0417,Myntra Moda Rapido Lightweight Jacket - Teal - Polyester - Relaxed Fit,stable
MYN-W-0418,Myntra Vastranand Silk Blend Saree - Off-White - Silk Blend - Slim Fit,stable
MYN-W-0419,Myntra DressBerry Longline Coat - Brown - Viscose - Oversized,stable
MYN-W-0420,Myntra Mitera Banarasi Saree - Black - Cotton - Regular Fit,stable
MYN-W-0421,Myntra HRX Insulated Training Jacket - Navy - Cotton Blend - Relaxed Fit,stable
MYN-W-0422,Myntra Libas Straight Kurta - Olive - Wool Blend - Slim Fit,stable
MYN-W-0423,Myntra HERE&NOW Quilted Jacket - Maroon - Polyester - Oversized,stable
MYN-W-0424,Myntra Anouk Winter Kurta Set - Beige - Silk Blend - Regular Fit,stable
MYN-W-0425,Myntra Saree Mall Embellished Saree - Grey - Viscose - Relaxed Fit,stable
MYN-W-0426,Myntra KASSUALLY Faux Fur Jacket - Mustard - Cotton - Slim Fit,stable
MYN-W-0427,Myntra Kalini Printed Saree - Teal - Cotton Blend - Oversized,stable
MYN-W-0428,Myntra WROGN Hooded Jacket - Off-White - Wool Blend - Regular Fit,stable
MYN-W-0429,Myntra Indo Era Kurta Set - Brown - Polyester - Relaxed Fit,stable
MYN-W-0430,Myntra Mast & Harbour Bomber Jacket - Black - Silk Blend - Slim Fit,stable
MYN-W-0431,Myntra Sangria Woven Design Kurta - Navy - Viscose - Oversized,stable
MYN-W-0432,Myntra Roadster Puffer Jacket - Olive - Cotton - Regular Fit,stable
MYN-W-0433,Myntra Moda Rapido Lightweight Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
MYN-W-0434,Myntra Vastranand Silk Blend Saree - Beige - Wool Blend - Slim Fit,stable
MYN-W-0435,Myntra DressBerry Longline Coat - Grey - Polyester - Oversized,stable
MYN-W-0436,Myntra Mitera Banarasi Saree - Mustard - Silk Blend - Regular Fit,stable
MYN-W-0437,Myntra HRX Insulated Training Jacket - Teal - Viscose - Relaxed Fit,stable
MYN-W-0438,Myntra Libas Straight Kurta - Off-White - Cotton - Slim Fit,stable
MYN-W-0439,Myntra HERE&NOW Quilted Jacket - Brown - Cotton Blend - Oversized,stable
MYN-W-0440,Myntra Anouk Winter Kurta Set - Black - Wool Blend - Regular Fit,stable
MYN-W-0441,Myntra Saree Mall Embellished Saree - Navy - Polyester - Relaxed Fit,stable
MYN-W-0442,Myntra KASSUALLY Faux Fur Jacket - Olive - Silk Blend - Slim Fit,stable
MYN-W-0443,Myntra Kalini Printed Saree - Maroon - Viscose - Oversized,stable
MYN-W-0444,Myntra WROGN Hooded Jacket - Beige - Cotton - Regular Fit,stable
MYN-W-0445,Myntra Indo Era Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
MYN-W-0446,Myntra Mast & Harbour Bomber Jacket - Mustard - Wool Blend - Slim Fit,stable
MYN-W-0447,Myntra Sangria Woven Design Kurta - Teal - Polyester - Oversized,stable
MYN-W-0448,Myntra Roadster Puffer Jacket - Off-White - Silk Blend - Regular Fit,stable
MYN-W-0449,Myntra Moda Rapido Lightweight Jacket - Brown - Viscose - Relaxed Fit,stable
MYN-W-0450,Myntra Vastranand Silk Blend Saree - Black - Cotton - Slim Fit,stable
MYN-W-0451,Myntra DressBerry Longline Coat - Navy - Cotton Blend - Oversized,stable
MYN-W-0452,Myntra Mitera Banarasi Saree - Olive - Wool Blend - Regular Fit,stable
MYN-W-0453,Myntra HRX Insulated Training Jacket - Maroon - Polyester - Relaxed Fit,stable
MYN-W-0454,Myntra Libas Straight Kurta - Beige - Silk Blend - Slim Fit,stable
MYN-W-0455,Myntra HERE&NOW Quilted Jacket - Grey - Viscose - Oversized,stable
MYN-W-0456,Myntra Anouk Winter Kurta Set - Mustard - Cotton - Regular Fit,stable
MYN-W-0457,Myntra Saree Mall Embellished Saree - Teal - Cotton Blend - Relaxed Fit,stable
MYN-W-0458,Myntra KASSUALLY Faux Fur Jacket - Off-White - Wool Blend - Slim Fit,stable
MYN-W-0459,Myntra Kalini Printed Saree - Brown - Polyester - Oversized,stable
MYN-W-0460,Myntra WROGN Hooded Jacket - Black - Silk Blend - Regular Fit,stable
MYN-W-0461,Myntra Indo Era Kurta Set - Navy - Viscose - Relaxed Fit,stable
MYN-W-0462,Myntra Mast & Harbour Bomber Jacket - Olive - Cotton - Slim Fit,stable
MYN-W-0463,Myntra Sangria Woven Design Kurta - Maroon - Cotton Blend - Oversized,stable
MYN-W-0464,Myntra Roadster Puffer Jacket - Beige - Wool Blend - Regular Fit,stable
MYN-W-0465,Myntra Moda Rapido Lightweight Jacket - Grey - Polyester - Relaxed Fit,stable
MYN-W-0466,Myntra Vastranand Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
MYN-W-0467,Myntra DressBerry Longline Coat - Teal - Viscose - Oversized,stable
MYN-W-0468,Myntra Mitera Banarasi Saree - Off-White - Cotton - Regular Fit,stable
MYN-W-0469,Myntra HRX Insulated Training Jacket - Brown - Cotton Blend - Relaxed Fit,stable
MYN-W-0470,Myntra Libas Straight Kurta - Black - Wool Blend - Slim Fit,stable
MYN-W-0471,Myntra HERE&NOW Quilted Jacket - Navy - Polyester - Oversized,stable
MYN-W-0472,Myntra Anouk Winter Kurta Set - Olive - Silk Blend - Regular Fit,stable
MYN-W-0473,Myntra Saree Mall Embellished Saree - Maroon - Viscose - Relaxed Fit,stable
MYN-W-0474,Myntra KASSUALLY Faux Fur Jacket - Beige - Cotton - Slim Fit,stable
MYN-W-0475,Myntra Kalini Printed Saree - Grey - Cotton Blend - Oversized,stable
MYN-W-0476,Myntra WROGN Hooded Jacket - Mustard - Wool Blend - Regular Fit,stable
MYN-W-0477,Myntra Indo Era Kurta Set - Teal - Polyester - Relaxed Fit,stable
MYN-W-0478,Myntra Mast & Harbour Bomber Jacket - Off-White - Silk Blend - Slim Fit,stable
MYN-W-0479,Myntra Sangria Woven Design Kurta - Brown - Viscose - Oversized,stable
MYN-W-0480,Myntra Roadster Puffer Jacket - Black - Cotton - Regular Fit,stable
MYN-W-0481,Myntra Moda Rapido Lightweight Jacket - Navy - Cotton Blend - Relaxed Fit,stable
MYN-W-0482,Myntra Vastranand Silk Blend Saree - Olive - Wool Blend - Slim Fit,stable
MYN-W-0483,Myntra DressBerry Longline Coat - Maroon - Polyester - Oversized,stable
MYN-W-0484,Myntra Mitera Banarasi Saree - Beige - Silk Blend - Regular Fit,stable
MYN-W-0485,Myntra HRX Insulated Training Jacket - Grey - Viscose - Relaxed Fit,stable
MYN-W-0486,Myntra Libas Straight Kurta - Mustard - Cotton - Slim Fit,stable
MYN-W-0487,Myntra HERE&NOW Quilted Jacket - Teal - Cotton Blend - Oversized,stable
MYN-W-0488,Myntra Anouk Winter Kurta Set - Off-White - Wool Blend - Regular Fit,stable
MYN-W-0489,Myntra Saree Mall Embellished Saree - Brown - Polyester - Relaxed Fit,stable
MYN-W-0490,Myntra KASSUALLY Faux Fur Jacket - Black - Silk Blend - Slim Fit,stable
MYN-W-0491,Myntra Kalini Printed Saree - Navy - Viscose - Oversized,stable
MYN-W-0492,Myntra WROGN Hooded Jacket - Olive - Cotton - Regular Fit,stable
MYN-W-0493,Myntra Indo Era Kurta Set - Maroon - Cotton Blend - Relaxed Fit,stable
MYN-W-0494,Myntra Mast & Harbour Bomber Jacket - Beige - Wool Blend - Slim Fit,stable
MYN-W-0495,Myntra Sangria Woven Design Kurta - Grey - Polyester - Oversized,stable
MYN-W-0496,Myntra Roadster Puffer Jacket - Mustard - Silk Blend - Regular Fit,stable
MYN-W-0497,Myntra Moda Rapido Lightweight Jacket - Teal - Viscose - Relaxed Fit,stable
MYN-W-0498,Myntra Vastranand Silk Blend Saree - Off-White - Cotton - Slim Fit,stable
MYN-W-0499,Myntra DressBerry Longline Coat - Brown - Cotton Blend - Oversized,stable
MYN-W-0500,Myntra Mitera Banarasi Saree - Black - Wool Blend - Regular Fit,stable
